823681720159440896	twericherrera	RT @MissPointwood: "Ik ga niet regeren met de PVV, ik word de PVV." #rutte	RT @MissPointwood : " Ik ga niet regeren met de PVV , ik word de PVV ." #rutte
823681819241545728	TheOnlyBullsEye	RT @B_SWTR: Ik dacht dat dit fake was maar t is echt zo 😂😂 https://t.co/hH0mbfe5Zh	RT @B_SWTR : Ik dacht dat dit fake was maar t is echt zo 😂😂 https://t.co/hH0mbfe5Zh
823681819660914689	onlinehoertjes	Vrouw van 21 jaar oud uit de omgeving van Amsterdam Mijn naam is Marinta en ik ben een vrouw van 21 jaartjes https://t.co/MvqzpyA0Xl #seks	Vrouw van 21 jaar oud uit de omgeving van Amsterdam Mijn naam is Marinta en ik ben een vrouw van 21 jaartjes https://t.co/MvqzpyA0Xl #seks
823681819623170049	benmezelfkwijt	doe ook eens even leuk https://t.co/mLCZI8q6Qx	doe ook eens even leuk https://t.co/mLCZI8q6Qx
823681819618983936	marjoleintjevp	Scary stuff. Moet iemand haar toch bevrijden? #trump #melania https://t.co/S0OTdVB9B6	Scary stuff . Moet iemand haar toch bevrijden ? #trump #melania https://t.co/S0OTdVB9B6
823681821133172737	nl_misstanden	@bonette66 Ik mag leven van dat tuig niet meer terug, jij ook?	@bonette66 Ik mag leven van dat tuig niet meer terug , jij ook ?
823681822714462208	ManonVogel1	RT @Mrsvanderlinden: Laten we eerst even afwachten. https://t.co/Mfs38FqWQi	RT @Mrsvanderlinden : Laten we eerst even afwachten . https://t.co/Mfs38FqWQi
823681825729953792	p2kwestbrabant	01:00:24 (Directe Inzet: A2 4611EJ 297 : Burgemeester Stulemeijerlaan 297 Bergen op Zoom 7105	01:00:24 ( Directe Inzet : A2 4611 EJ 297 : Burgemeester Stulemeijerlaan 297 Bergen op Zoom 7105
823681819807772674	maxmonkau	@telegraaf @PieterOmtzigt @GerardRiemen bij tijdelijk herinvoeren Boekhoudwaardesysteem bij lage rente, niet nodig geweest.	@telegraaf @PieterOmtzigt @GerardRiemen bij tijdelijk herinvoeren Boekhoudwaardesysteem bij lage rente , niet nodig geweest .
823681825327513600	CarolaGroenen	Erg genoten bij Vrienden v Amstel Live #vval en dan als afsluiter @marcoborsato met Pascal v @blof ...#superduo https://t.co/NSplwpG7hL	Erg genoten bij Vrienden v Amstel Live #vval en dan als afsluiter @marcoborsato met Pascal v @blof ... #superduo https://t.co/NSplwpG7hL
823681829630656512	persbericht	Nieuw persbericht: Breman Verlichting lanceert nieuwe website met webshop https://t.co/8GCegn0thd	Nieuw persbericht : Breman Verlichting lanceert nieuwe website met webshop https://t.co/8GCegn0thd
823681833049038848	jaredmeijer	@Implosies ik schrijf over kinderschoentjes en paasei-tuinen. Wat denk je zelf?	@Implosies ik schrijf over kinderschoentjes en paasei-tuinen . Wat denk je zelf ?
823681833447657475	Kerk_klok	BIM BAM (Eén uur)	BIM BAM ( Eén uur )
823681837566480388	GustVerwerft	- Hun smerig spel bij het afschaffen van het Hof van Assisen breekt hen nu zuur op, goddank - (… https://t.co/6F1OHGPruc	- Hun smerig spel bij het afschaffen van het Hof van Assisen breekt hen nu zuur op , goddank - (… https://t.co/6F1OHGPruc
823681839915274241	desprekendeklok	Bij de derde toon is het 1 uur 0 minuten en 0 seconden. Biep, biep, biep.	Bij de derde toon is het 1 uur 0 minuten en 0 seconden . Biep , biep , biep .
823681839974019072	frevell	SP = voor HOM terug -> H et O penluchtzwembad M oet terug #Zoetermeer	SP = voor HOM terug -> H et O penluchtzwembad M oet terug #Zoetermeer
823681842037608449	Tijdsignaal	Het is nu 1 uur 's nachts in Nederland. #tijdsignaal	Het is nu 1 uur 's nachts in Nederland . #tijdsignaal
823681845468549120	ferrymulder1	@akaNickz zoek je vrienden ofzo	@akaNickz zoek je vrienden ofzo
823681845803917313	DaniqueZweers	Voor de zekerheid toch mn wekker maar ff gezet https://t.co/W6M11Rp90R	Voor de zekerheid toch mn wekker maar ff gezet https://t.co/W6M11Rp90R
823681845346893824	rietvandon	@rené1959 Deze is nog duidelijker! https://t.co/bTAoUYEvP4	@ren é1959 Deze is nog duidelijker ! https://t.co/bTAoUYEvP4
823681847683121153	jorisvanhoboken	RT @sanderphilipse: Zie in de reacties op deze uitstekende Tweet, hoe de volgers van deze fascisten deze journalist uitschelden en inti…	RT @sanderphilipse : Zie in de reacties op deze uitstekende Tweet , hoe de volgers van deze fascisten deze journalist uitschelden en inti …
823681849532837888	gerardoheppe	Mijn live optreden zijn gewoon mijn leven zoals ik ben... 😊	Mijn live optreden zijn gewoon mijn leven zoals ik ben ... 😊
823681848802942976	tba_to	RT @ArmandVervaeck: #Trump: We zijn bereid om samen met de #Russen #ISIS te bevechten - eerder vandaag tegenstrijdige berichten maar Tr…	RT @ArmandVervaeck : #Trump : We zijn bereid om samen met de #Russen #ISIS te bevechten - eerder vandaag tegenstrijdige berichten maar Tr …
823681850380001281	parlementor	RT @HuubBellemakers: Ik nodig u allemaal uit morgen even mij of @RutgersNL te bellen voor wat deze Global Gag Rule betekent voor mensenn we…	RT @HuubBellemakers : Ik nodig u allemaal uit morgen even mij of @RutgersNL te bellen voor wat deze Global Gag Rule betekent voor mensenn we …
823681852196188160	hnapel	@internetsporen ook niet een klein mini whatsappje over een klein mini belastingdingetje wat maar over een ietsiepietsie beetje geld gaat?	@internetsporen ook niet een klein mini whatsappje over een klein mini belastingdingetje wat maar over een ietsiepietsie beetje geld gaat ?
823681853697781761	MeteoAppelscha	01:00u Droog|Temp:0.8C|Windstil|Kracht:0 bft 2.0 Km/u uit Z|Luchtdruk:1025.6 hPa|Luchtv:97%|Neerslag: 0.0mm	01:00u Droog | Temp :0.8C| Windstil | Kracht :0 bft 2.0 Km /u uit Z| Luchtdruk :1025.6 hPa | Luchtv :97%| Neerslag : 0.0 mm
823681855530696706	ilonavg	Brrr. Onverlichte Franse weg en mist zo dik als erwtensoep. Niemand slaapt, iedereen zit kaarsrecht strak mee te staren uit de voorruit :')	Brrr . Onverlichte Franse weg en mist zo dik als erwtensoep . Niemand slaapt , iedereen zit kaarsrecht strak mee te staren uit de voorruit :')
823681856558211072	kutniek	@Fietshanie ik ga je niet weer bellen 😂	@Fietshanie ik ga je niet weer bellen 😂
823681856969306112	weerstationroer	Weerstation Roermond Temp.1.2, Wind:9.3 WSW 2, Baro:1026.1, Regen: 0.0mm Weer in #Roermond	Weerstation Roermond Temp .1.2, Wind :9.3 WSW 2, Baro :1026.1, Regen : 0.0 mm Weer in #Roermond
823681861876613120	PatotaimuHiki	En de ouder van het jaar award... https://t.co/RRSGqPpKn2	En de ouder van het jaar award ... https://t.co/RRSGqPpKn2
823681864426778624	stevigestukkies	Zoals dat manipuleren als Kamerlid en dat liegen als minister? Van die Hollandse tradities? https://t.co/kp013QI721	Zoals dat manipuleren als Kamerlid en dat liegen als minister ? Van die Hollandse tradities ? https://t.co/kp013QI721
823681866771419137	TGM_NL	Welkom op de Officiële Twitter van TheGameMasters {TGM} !	Welkom op de Officiële Twitter van TheGameMasters { TGM } !
823681866930749440	annetdejong	En niet alleen ik. Gaat viral, al 12 miljoen keer bekeken... #zml https://t.co/u5VROMN3br	En niet alleen ik . Gaat viral , al 12 miljoen keer bekeken ... #zml https://t.co/u5VROMN3br
823681867958419457	247robby	#Amsterdam De #mooiste #spulletjes voor de #allerlaagste #prijzen https://t.co/AKh46GAyJl	#Amsterdam De #mooiste #spulletjes voor de #allerlaagste #prijzen https://t.co/AKh46GAyJl
823681868730171393	PKaersenhout	@rzuaslan Nee neee strategisch ga je natuurlijk voor Artikel 1 sister🤗	@rzuaslan Nee neee strategisch ga je natuurlijk voor Artikel 1 sister 🤗
823681869090791430	TanteCarine	Zou het er zo ook aan toe gaan bij Herman en Mogi? #rsca #showmethemoney #wanbeleid https://t.co/EtNoe4iMpf	Zou het er zo ook aan toe gaan bij Herman en Mogi ? #rsca #showmethemoney #wanbeleid https://t.co/EtNoe4iMpf
823681870613401601	TSlicht	RT @GuidoClicque: OPEN BRIEF AAN TRUMP: ‘Start nu objectief onderzoek naar MH17’. https://t.co/iM3BVJ7qUG	RT @GuidoClicque : OPEN BRIEF AAN TRUMP : ‘ Start nu objectief onderzoek naar MH 17’. https://t.co/iM3BVJ7qUG
823681871032655872	3MILIANO4YALA	@Mainstage_Music Hey, heb je een promo e-mail?	@Mainstage_Music Hey , heb je een promo e-mail ?
823681871427043328	wsschildwolde	weerstation schildwolde tijd: 01:00 temperatuur: 1.8C luchtvochtigheid 95 pct windrichting/snelheid 0.0 km/h SSWl	weerstation schildwolde tijd : 01:00 temperatuur : 1.8C luchtvochtigheid 95 pct windrichting / snelheid 0.0 km /h SSWl
823681873050222592	JohnOoms	Wat gebeurde er in het verleden op 24 januari? https://t.co/DSWVQfLbyE	Wat gebeurde er in het verleden op 24 januari ? https://t.co/DSWVQfLbyE
823681876468514816	Reizen_Info	Gemeenteraad Zoetermeer wil door met outletcenter https://t.co/qtUogzIJvM #reisinfo #dereizen #reis	Gemeenteraad Zoetermeer wil door met outletcenter https://t.co/qtUogzIJvM #reisinfo #dereizen #reis
823681877320101889	edzarddideric	Rusland gaat huiselijk geweld decriminaliseren https://t.co/pxb3MVmFhU - Fijn achterlijk.	Rusland gaat huiselijk geweld decriminaliseren https://t.co/pxb3MVmFhU - Fijn achterlijk .
823681878553219072	yasz92	@KPNwebcare ik kijk er morgen even verder naar. Trusten	@KPNwebcare ik kijk er morgen even verder naar . Trusten
823681879597518849	WeerAalst	01:00 -Temp:0.2C-Vochtigheid:95pct-Windsnelheid:3.2 km/h-Windrichting:WSW-Luchtdruk:1026.9 hpa blijft gelijk-Regen:0.0 mm last hr.	01:00 - Temp :0.2 C-Vochtigheid :95 pct-Windsnelheid :3.2 km / h-Windrichting : WSW-Luchtdruk :1026.9 hpa blijft gelijk-Regen :0.0 mm last hr .
823681882051276800	wijkaanzeeweer	#weer #wijkaanzee: weer: Dry | temp: 3.8 | vocht:90 pct | wind:1.3 km/u | richting: NW | zee: calm-rippled sea > (https://t.co/6BhbnBvkTy)	#weer #wijkaanzee : weer : Dry | temp : 3.8 | vocht :90 pct | wind :1.3 km /u | richting : NW | zee : calm-rippled sea > ( https://t.co/6BhbnBvkTy)
823681882541977601	Binnenland_Info	Gemeenteraad Zoetermeer wil door met outletcenter https://t.co/IEt41bELnG #binnenlandsezaken #binnenland #nederland	Gemeenteraad Zoetermeer wil door met outletcenter https://t.co/IEt41bELnG #binnenlandsezaken #binnenland #nederland
823681888518885376	NieuwsnlJ	Haags Sportgala: Eljero Elia Haags Sportman van het Jaar. https://t.co/7kXSqnCpCk	Haags Sportgala : Eljero Elia Haags Sportman van het Jaar . https://t.co/7kXSqnCpCk
823681891014414337	radio638	Nu te horen #Jingel - #247InternetRadio638 op Radio 638 https://t.co/IyBbzOiZt2	Nu te horen #Jingel - #247InternetRadio638 op Radio 638 https://t.co/IyBbzOiZt2
823681891249324032	Spetters599	RT @Brickstone68: hij stopt toch in maart https://t.co/A2SIX4TUo3	RT @Brickstone68 : hij stopt toch in maart https://t.co/A2SIX4TUo3
823681893250060288	trinna010	@Erabundy wnr komt ze vind me nice online	@Erabundy wnr komt ze vind me nice online
823681892113321984	Speesjaal	Raad wat er staat https://t.co/6nomVTScLY	Raad wat er staat https://t.co/6nomVTScLY
823681894931984384	LouisVl	RT @PieterOmtzigt: MH17 in de Raad van Europa. Nabestaanden schreven brieven aan Poetin en Poroschenko Die weigerden persoonlijk te beantwo…	RT @PieterOmtzigt : MH 17 in de Raad van Europa . Nabestaanden schreven brieven aan Poetin en Poroschenko Die weigerden persoonlijk te beantwo …
823681896639066113	RienBalk	RT @MerijnAAA: Van mij, voor de VVD. #vandersteur #bonnetjesaffaire https://t.co/JPMlruxVbG	RT @MerijnAAA : Van mij , voor de VVD . #vandersteur #bonnetjesaffaire https://t.co/JPMlruxVbG
823681896425132032	WorldCouponSpot	Kortingscode Viabloemen.nl / Actiecode Viabloemen.nl – Bezorgd voor slechts € 3,95 https://t.co/gZ2xF3BGiR	Kortingscode Viabloemen . nl / Actiecode Viabloemen . nl – Bezorgd voor slechts € 3,95 https://t.co/gZ2xF3BGiR
823681896785838080	TeirlinckBranko	RT @laurensdl: Ik wil echt terug zomer wtf	RT @laurensdl : Ik wil echt terug zomer wtf
823681900103565313	HenkPijnnaken	RT @claudiadebreij: 'Als het je hier niet bevalt ga je maar weg' zegt Rutte, om vervolgens te vertellen wat hem hier allemaal niet bevalt.…	RT @claudiadebreij : ' Als het je hier niet bevalt ga je maar weg ' zegt Rutte , om vervolgens te vertellen wat hem hier allemaal niet bevalt .…
823681904020979712	kromst	@wdekonink Het is lastig te bepalen wanneer het precies begon. Ging geleidelijk. Toen ik ineens in rijm dacht en sprak trok ik aan de bel.	@wdekonink Het is lastig te bepalen wanneer het precies begon . Ging geleidelijk . Toen ik ineens in rijm dacht en sprak trok ik aan de bel .
823681904553529344	gratisvacatures	Vacature: Verpleegkundige op uitzend of detacheringsbasis https://t.co/6QeuRanOuU #alkmaar #vacature #banen	Vacature : Verpleegkundige op uitzend of detacheringsbasis https://t.co/6QeuRanOuU #alkmaar #vacature #banen
823681905124110340	SienteLaVibra	Ik ben Anne vd Klassiekers. https://t.co/rXNsUv8x2d	Ik ben Anne vd Klassiekers . https://t.co/rXNsUv8x2d
823681904205500416	Flaironline	Rotterdammers feesten aankomend weekend voor daklozen en bejaarden https://t.co/D0ravGAJYO https://t.co/1nNpkHKYSr	Rotterdammers feesten aankomend weekend voor daklozen en bejaarden https://t.co/D0ravGAJYO https://t.co/1nNpkHKYSr
823681906864717826	mikegayle	RT @SuzannePlug: Uit! En wow! Wat een boek.... #Hetjaarnajou van @mikegayle Een mustread! Ontroerend, humoristisch, hoopvol. En nu..…	RT @SuzannePlug : Uit ! En wow ! Wat een boek .... #Hetjaarnajou van @mikegayle Een mustread ! Ontroerend , humoristisch , hoopvol . En nu ..…
823681910169800706	FreyaBuelens	RT @PaulienDejonghe: Een berichtje krijgen met "ik mis je" kan zoveel van u dag goed maken	RT @PaulienDejonghe : Een berichtje krijgen met " ik mis je " kan zoveel van u dag goed maken
823681910366932993	NormandChaput	RT @nononsens1: @NormandChaput @mening66 @V_of_Europe We verbranden iedere Koran en kicken de moslims Europa uit.Naar Iran,Marokko,Turkije,…	RT @nononsens1 : @NormandChaput @mening66 @V_of_Europe We verbranden iedere Koran en kicken de moslims Europa uit . Naar Iran , Marokko , Turkije ,…
823681909825880065	Ynthiax	Ik heb gister wel echt ingezien dat evenementen organiseren echt mijn ding is ☺😂 https://t.co/QiDo0fP3OT	Ik heb gister wel echt ingezien dat evenementen organiseren echt mijn ding is ☺😂 https://t.co/QiDo0fP3OT
823681912086687744	Implosies	@jaredmeijer ik bel een dokter.	@jaredmeijer ik bel een dokter .
823681912669609986	Aethonaia	RT @FlikFluimsnor: Weer een faal van van der Steur en zijn @AIVD https://t.co/BzbvNMQ3cD	RT @FlikFluimsnor : Weer een faal van van der Steur en zijn @AIVD https://t.co/BzbvNMQ3cD
823681916641669120	Mijngras	@LodewijkA Wat zeg je nu!? Rutte aftreksel populist? Wat je hier zegt maakt jou (ook) geen mooie politicus. Jammer.	@LodewijkA Wat zeg je nu !? Rutte aftreksel populist ? Wat je hier zegt maakt jou ( ook ) geen mooie politicus . Jammer .
823681919078563842	hsv1956	RT @Maikel_PVV: Nooit meer VVD: •€1000 •geen cent naar Griekenland •geen verlof Volkert van der G. •hypotheekrenteaftrek •Oekraïne-…	RT @Maikel_PVV : Nooit meer VVD : •€1000 • geen cent naar Griekenland • geen verlof Volkert van der G. • hypotheekrenteaftrek • Oekraïne -…
823681919837552640	gratisvacatures	Vacature: Vacature Ben jij een persoon die houdt van het creëren van overzicht en ben jij… https://t.co/B6WPpsyhvg #alkmaar #vacature #banen	Vacature : Vacature Ben jij een persoon die houdt van het creëren van overzicht en ben jij … https://t.co/B6WPpsyhvg #alkmaar #vacature #banen
823681920588509188	henkusz	RT @BartNijman: Nee, 4 jaar met iemand in een coalitie zitten en 'm vlak voor de verkiezingen populisme verwijten, dát zaait zeker…	RT @BartNijman : Nee , 4 jaar met iemand in een coalitie zitten en 'm vlak voor de verkiezingen populisme verwijten , dát zaait zeker …
823681920835977217	Girl_Cries_Wolf	Fun fact: ik ben gezakt voor m'n tentamen omdat de NS vertraging had vorige week terwijl ik al 2 treinen eerder had #topleven	Fun fact : ik ben gezakt voor m'n tentamen omdat de NS vertraging had vorige week terwijl ik al 2 treinen eerder had #topleven
823681920563343360	BeavanBeers	RT @fokkesukke: Trumpje, Trumpje, Trumpje... hoe lang ga je nog wegkomen met dat gelieg? https://t.co/T8BttJUxTW	RT @fokkesukke : Trumpje , Trumpje , Trumpje ... hoe lang ga je nog wegkomen met dat gelieg ? https://t.co/T8BttJUxTW
823681924963201024	hannekusje	@egelscheet maar voor sommigen wel dat kan net jouw kind zijn zou me zo schuldig voelen	@egelscheet maar voor sommigen wel dat kan net jouw kind zijn zou me zo schuldig voelen
823681925139361794	Eagle05702	@GAEagles @FIFAlive @YouTube gefeliciteerd kerol als je maar het toernooi wint! Succes!! #KOMOPTAN	@GAEagles @FIFAlive @YouTube gefeliciteerd kerol als je maar het toernooi wint ! Succes !! #KOMOPTAN
823681925890142210	ikbenchristen	Het leven is geen reis, het is een wandeling met God. #leven	Het leven is geen reis , het is een wandeling met God . #leven
823681927580385280	vragenrubriek	Wat kan ik doen tegen pesten op school? Lees de vraag: https://t.co/LswbMsOUlb	Wat kan ik doen tegen pesten op school ? Lees de vraag : https://t.co/LswbMsOUlb
823681930986160131	NPSTUDIO_NL	Haha....mijn boek TROTS! (Molukkers in Nederland) is ook in België te koop en danwel bij de MAKRO !!! Ja echt!... https://t.co/7kVwacGKfO	Haha .... mijn boek TROTS ! ( Molukkers in Nederland ) is ook in België te koop en danwel bij de MAKRO !!! Ja echt !... https://t.co/7kVwacGKfO
823681930516426752	Shaff_070	Do you see the irony in this??? Ik mag gewoon geen IW spelen @KimvanBoxtel2 @JeremyvanDooren @LambrixJonathan 😂… https://t.co/Rj18ZRqUjP	Do you see the irony in this ??? Ik mag gewoon geen IW spelen @KimvanBoxtel2 @JeremyvanDooren @LambrixJonathan 😂… https://t.co/Rj18ZRqUjP
823681931904712704	holden1957	@zegmaarLyd ik heb veel geleerd van mijn tweeps. Ik werd daar vrijer van	@zegmaarLyd ik heb veel geleerd van mijn tweeps . Ik werd daar vrijer van
823681932143759360	Speesjaal	@koffiekoningin @brmlabordus bram wil met je koffie date	@koffiekoningin @brmlabordus bram wil met je koffie date
823681934014509058	brmlabordus	@koffiekoningin dat ik een lieverdje ben	@koffiekoningin dat ik een lieverdje ben
823681937667719168	youngin891	@nataliagreenrj @FakkaNL heel toevallig connect jij ook Rotjoch Excellent etc etc.. meisje jij bent kapot raar praat gwn nederlands bledder	@nataliagreenrj @FakkaNL heel toevallig connect jij ook Rotjoch Excellent etc etc .. meisje jij bent kapot raar praat gwn nederlands bledder
823681939395715072	TrueBlueBelgium	Femke, dit hondenras vertegenwoordigt jou perfect! De trouwe viervoeter staat bekend om hun intense liefde en... https://t.co/YFWzu4oyxa	Femke , dit hondenras vertegenwoordigt jou perfect ! De trouwe viervoeter staat bekend om hun intense liefde en ... https://t.co/YFWzu4oyxa
823681941547470853	NieuwsnlJ	VVD Leidschendam-Voorburg wil Van Eekelen als lijsttrekker | Den . https://t.co/L2y8CjxNOa	VVD Leidschendam-Voorburg wil Van Eekelen als lijsttrekker | Den . https://t.co/L2y8CjxNOa
823681942180728833	FrankfortAlex	"Een troubadour met een boodschap, een rappende klootzak. Ik wil weten wie mijn e-mails leest en wie m'n telefoon tapt."	" Een troubadour met een boodschap , een rappende klootzak . Ik wil weten wie mijn e-mails leest en wie m'n telefoon tapt ."
823681941937520642	brabantsdagblad	Wijbosch zorgt goed voor Wijbosch https://t.co/p84cQjxkjF https://t.co/bjC2anPITl	Wijbosch zorgt goed voor Wijbosch https://t.co/p84cQjxkjF https://t.co/bjC2anPITl
823681942776410112	JoostNiemoller	RT @GuidoClicque: OPEN BRIEF AAN TRUMP: ‘Start nu objectief onderzoek naar MH17’. https://t.co/iM3BVJ7qUG	RT @GuidoClicque : OPEN BRIEF AAN TRUMP : ‘ Start nu objectief onderzoek naar MH 17’. https://t.co/iM3BVJ7qUG
823681943107760129	meervitaliteit	The latest Meer Vitaliteit vandaag! https://t.co/MlQLp17Twu #voeding	The latest Meer Vitaliteit vandaag ! https://t.co/MlQLp17Twu #voeding
823681943439081473	XavierMoraaaa	RT @KillianVdl: Ik ben teleurgesteld in de mensheid https://t.co/yWuZ8uiRVq	RT @KillianVdl : Ik ben teleurgesteld in de mensheid https://t.co/yWuZ8uiRVq
823681944273780736	officialazeq	@Lalapasta_ dingen 😂	@Lalapasta_ dingen 😂
823681951898935296	MariaVANL	RT @Lachenbe: @MariaVANL @IvanVandeCloot @Galilei_consult tweets zijn best wel ziek https://t.co/VM9ssTAzQm	RT @Lachenbe : @MariaVANL @IvanVandeCloot @Galilei_consult tweets zijn best wel ziek https://t.co/VM9ssTAzQm
823681953756901377	Nederlanieu64	Het is 1:00	Het is 1:00
823681952641351681	kauwbooi	Ik heb een nieuwe verkiezingsposter voor Mark #Rutte : https://t.co/mUQcnjDvuV	Ik heb een nieuwe verkiezingsposter voor Mark #Rutte : https://t.co/mUQcnjDvuV
823681957112463360	herminatomasyan	@bristol_nl is dit een foutje? Of waren ze echt zo spotgoedkoop https://t.co/vLrzXANjSw	@bristol_nl is dit een foutje ? Of waren ze echt zo spotgoedkoop https://t.co/vLrzXANjSw
